PT. SINAR PURE FOODS INTERNATIONAL;;;;;;;;;;
Purchase Requisition Slip (PRS) Not Yet Purchase Order (PO);;;;;;;;;;
As Of February 11, 2026;;;;;;;;;;
;;;;;;;;;;
Canvasser Name: Erni Ending;;;;;;;;;;
Purchase Requisition Slip;;;Item;;;;;Department;;
29431;70320013709;25-03-2021;10016;GINGER/JAHE;0,00;7,00;KGS;7032;Fixed Fish Procurement;
29466;70460013733;30-03-2021;52174;KRAN AIR MERK TOTO S/S 1/2 INCH;0,00;4,00;PCS;7046;Engineering;
29467;70460013733;30-03-2021;60187;SEAL TAPE TBA;0,00;10,00;PCS;7046;Engineering;
29488;70320013746;06-04-2021;10024;RED CHILI - BIG SIZE;0,00;530,00;KGS;7032;Fixed Fish Procurement;
29518;70440013763;07-04-2021;10020;LEMON GRASS/DAUN LEMON;0,00;2,40;KGS;7044;Quality Assurance;
29521;70440013763;07-04-2021;10066;SUGAR WHITE;0,00;2,00;KGS;7044;Quality Assurance;
29522;70440013763;07-04-2021;10027;KUNYIT BUBUK;0,00;2,00;KGS;7044;Quality Assurance;
29533;70320013771;09-04-2021;10117;KAYU MANIS / CINNAMON;0,00;500,00;GRAMS;7032;Fixed Fish Procurement;
29534;70320013771;09-04-2021;10016;GINGER/JAHE;0,00;6,00;KGS;7032;Fixed Fish Procurement;
29561;70460013781;13-04-2021;55703;SAFETY BOOTS;0,00;1,00;PAIRS;7046;Engineering;
29564;70460013784;14-04-2021;66412;PLAMUR MERK ISAMU @ 3 KG/TINS;0,00;1,00;TINS;7046;Engineering;
29590;70440013800;16-04-2021;10037;CABE RAWIT;0,00;12,00;KG;7044;Quality Assurance;
29593;70440013800;16-04-2021;10066;SUGAR WHITE;0,00;10,00;KGS;7044;Quality Assurance;
29627;70460013823;26-04-2021;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7046;Engineering;
29628;70460013824;26-04-2021;51438;DUMBASTER / ACHIDID LIQUID DRAIN @1LTR;0,00;2,00;GLN;7046;Engineering;
29638;70440013830;27-04-2021;10037;CABE RAWIT;0,00;12,00;KG;7044;Quality Assurance;
29641;70440013830;27-04-2021;10066;SUGAR WHITE;0,00;10,00;KGS;7044;Quality Assurance;
29642;70440013831;27-04-2021;10015;ONION/BAWANG MERAH;47,10;0,79;KGS;7044;Quality Assurance;
29643;70440013831;27-04-2021;10014;GARLIC/BAWANG PUTIH;30,00;0,79;KGS;7044;Quality Assurance;
29644;70440013831;27-04-2021;10037;CABE RAWIT;0,00;1,68;KG;7044;Quality Assurance;
29645;70440013831;27-04-2021;10024;RED CHILI - BIG SIZE;364,70;0,46;KGS;7044;Quality Assurance;
29646;70440013831;27-04-2021;10020;LEMON GRASS/DAUN LEMON;0,00;0,05;KGS;7044;Quality Assurance;
29647;70440013831;27-04-2021;10066;SUGAR WHITE;0,00;0,31;KGS;7044;Quality Assurance;
29775;70440013887;19-05-2021;10041;SAORI SAUS TIRAM;0,00;10,80;KG;7044;Quality Assurance;
29809;70460013892;20-05-2021;03120;SLC AND MATERIAL FOR PERBAIKAN KURSI KAYU;0,00;1,00;PCS;7046;Engineering;
29809;70460013892;20-05-2021;03120;SLC AND MATERIAL FOR PERBAIKAN KURSI KAYU;0,00;1,00;PCS;7046;Engineering;
29825;70460013902;21-05-2021;61255;PAKU SENG (SCREW BOLT 5 MM X 2 ) @ 200PCS/ Box;1,00;1,00;BOX;7046;Engineering;
29827;70460013903;22-05-2021;51890;PAPAN KAYU CEMPAKA 2CM X 25CM X 4MTR (UK. SUDAH BERSIH );0,00;6,00;SHEET;7046;Engineering;
29828;70460013903;22-05-2021;52109;Cat Kayu (Glow-Tex)  / Lem Kayu;0,00;10,00;Tins;7046;Engineering;
29829;70460013903;22-05-2021;52852;NAIL / PAKU 1 INCH;0,00;3,00;KG;7046;Engineering;
29830;70460013903;22-05-2021;51338;PAKU 2 INCH;0,00;2,00;KGS;7046;Engineering;
29904;70440013938;04-06-2021;58758;Mesin gilingan kelapa;0,00;1,00;UNIT;7044;Quality Assurance;
29955;70440013957;10-06-2021;63295;ALUMINIUM FOIL @ 5MM X 120CM X 50MTR/ROLL;-1,00;2,00;ROLLS;7044;Quality Assurance;
29949;70460013955;10-06-2021;62454;SHOVEL / SKOP;0,00;2,00;PCS;7046;Engineering;
29969;70320013967;11-06-2021;57455;BASMILANG;0,00;2,00;BTL;7032;Fixed Fish Procurement;
30025;70480013987;15-06-2021;54408;WATER DISPENSER STAND (MIYAKO);0,00;1,00;UNIT;7048;Human Resources Development;
30033;70460013991;16-06-2021;50995;NIPPON MARINE GREEN COLOR @ 5KG/ TINS;0,00;2,00;TIN;7046;Engineering;
30034;70460013991;16-06-2021;50015;THINNER CAT & DOG @5L;12,00;1,00;TIN;7046;Engineering;
30054;70480014001;17-06-2021;53250;SARUNG TANGAN KARET WARNA BIRU;0,00;1,00;DOS;7048;Human Resources Development;
30065;70460014007;18-06-2021;60220;MATA KRAN LEHER ANGSA;0,00;1,00;PCS;7046;Engineering;
30066;70460014007;18-06-2021;54415;Flexible hose wastafel diameter 1 inchi ;0,00;1,00;PC;7046;Engineering;
30079;70460014011;21-06-2021;54560;LPG REFILL 50 KG;1,00;1,00;TBG;7046;Engineering;
30135;70460014035;24-06-2021;62133;HAND GLOVE ASBES ANTI PANAS;0,00;2,00;PAIRS;7046;Engineering;
30166;70420014048;30-06-2021;90340;RIBBON EPSON CARTRIDGE LX 310;2,00;12,00;PCS;7042;Inventory Management;
30170;70420014050;30-06-2021;52676;KUAS TANGAN 2,5 INC;0,00;3,00;PC;7042;Inventory Management;
30200;70460014069;06-07-2021;64452;SENG GELOMBANG BLUE COLOR 0.3 MM X 83CM X 180CM;0,00;2,00;SHEETS;7046;Engineering;
30251;70320014092;14-07-2021;10016;GINGER/JAHE;0,00;5,00;KGS;7032;Fixed Fish Procurement;
30264;70420014098;15-07-2021;65453;SILICONE SEALANT WHITE COLOUR;0,00;5,00;PCS;7042;Inventory Management;
30267;70420014098;15-07-2021;54478;SILOKONE GUN MANUAL;0,00;3,00;PCS;7042;Inventory Management;
30321;70440014110;16-07-2021;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
30331;70520014114;19-07-2021;90152;PLASTIC COVER (FS);0,00;12,00;PACK;7052;Finance;
30375;70440014130;23-07-2021;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
30377;70440014130;23-07-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
30361;70460014128;23-07-2021;54560;LPG REFILL 50 KG;1,00;1,00;TBG;7046;Engineering;
30403;70440014139;26-07-2021;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
30409;70460014140;26-07-2021;65886;TRANSFER ALUMINIUM UK. 3/4 INC X 6MTR;0,00;2,00;LE;7046;Engineering;
30413;70320014144;27-07-2021;10016;GINGER/JAHE;0,00;6,00;KGS;7032;Fixed Fish Procurement;
30414;70320014144;27-07-2021;10235;CENGKEH;0,00;1,00;KGS;7032;Fixed Fish Procurement;
30415;70320014144;27-07-2021;10117;KAYU MANIS / CINNAMON;0,00;1.000,00;GRAMS;7032;Fixed Fish Procurement;
30428;70420014151;28-07-2021;63949;DISPENCER ( COOL & HOT ) FOR AIR MINUM;0,00;1,00;UNIT;7042;Inventory Management;
30431;70440014153;28-07-2021;10015;ONION/BAWANG MERAH;1,45;1,58;KGS;7044;Quality Assurance;
30432;70440014153;28-07-2021;10014;GARLIC/BAWANG PUTIH;2,00;1,58;KGS;7044;Quality Assurance;
30433;70440014153;28-07-2021;10037;CABE RAWIT;10,00;3,36;KG;7044;Quality Assurance;
30434;70440014153;28-07-2021;10024;RED CHILI - BIG SIZE;380,80;0,91;KGS;7044;Quality Assurance;
30435;70440014153;28-07-2021;10020;LEMON GRASS/DAUN LEMON;0,60;0,10;KGS;7044;Quality Assurance;
30436;70440014153;28-07-2021;10066;SUGAR WHITE;0,50;0,62;KGS;7044;Quality Assurance;
30437;70440014154;28-07-2021;10015;ONION/BAWANG MERAH;1,45;1,58;KGS;7044;Quality Assurance;
30438;70440014154;28-07-2021;10014;GARLIC/BAWANG PUTIH;2,00;1,58;KGS;7044;Quality Assurance;
30439;70440014154;28-07-2021;10037;CABE RAWIT;10,00;3,36;KG;7044;Quality Assurance;
30440;70440014154;28-07-2021;10024;RED CHILI - BIG SIZE;380,80;0,91;KGS;7044;Quality Assurance;
30441;70440014154;28-07-2021;10020;LEMON GRASS/DAUN LEMON;0,60;0,10;KGS;7044;Quality Assurance;
30442;70440014154;28-07-2021;10066;SUGAR WHITE;0,50;0,62;KGS;7044;Quality Assurance;
30463;70460014161;31-07-2021;64918;PROFIL KAYU  SP5 X 4 MTRS;0,00;5,00;LE;7046;Engineering;
30463;70460014161;31-07-2021;64918;PROFIL KAYU  SP5 X 4 MTRS;0,00;5,00;LE;7046;Engineering;
30475;70630014170;03-08-2021;91235;FLASH DISC 32 GB;0,00;1,00;PC;7063;Variable Viand Tuna;
30505;70460014187;06-08-2021;03127;SL/C FOR PEMASANGAN RIBEN UNTUK KACA BENING;0,00;6,50;M2;7046;Engineering;
30512;70320014191;09-08-2021;10235;CENGKEH;0,00;0,50;KGS;7032;Fixed Fish Procurement;
30513;70320014191;09-08-2021;10016;GINGER/JAHE;-3,70;6,00;KGS;7032;Fixed Fish Procurement;
30517;70420014193;09-08-2021;56489;MASKING TAPE BLACK 2 INCH;0,00;6,00;ROLL;7042;Inventory Management;
30518;70420014193;09-08-2021;56488;SUPER BAND ANTI BOCOR [as sample ];0,00;6,00;PCS;7042;Inventory Management;
30519;70440014194;09-08-2021;10015;ONION/BAWANG MERAH;-6,90;1,58;KGS;7044;Quality Assurance;
30520;70440014194;09-08-2021;10014;GARLIC/BAWANG PUTIH;-1,00;1,58;KGS;7044;Quality Assurance;
30521;70440014194;09-08-2021;10037;CABE RAWIT;0,00;1,90;KG;7044;Quality Assurance;
30522;70440014194;09-08-2021;10024;RED CHILI - BIG SIZE;0,00;1,27;KGS;7044;Quality Assurance;
30523;70440014194;09-08-2021;10020;LEMON GRASS/DAUN LEMON;0,00;0,10;KGS;7044;Quality Assurance;
30524;70440014194;09-08-2021;10066;SUGAR WHITE;0,00;0,62;KGS;7044;Quality Assurance;
30538;70440014197;12-08-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
30575;70320014216;19-08-2021;10016;GINGER/JAHE;0,00;7,00;KGS;7032;Fixed Fish Procurement;
30576;70320014216;19-08-2021;10117;KAYU MANIS / CINNAMON;0,00;1.000,00;GRAMS;7032;Fixed Fish Procurement;
30588;70420014219;20-08-2021;90104;FORM : SURAT PERJANJIAN KERJA;27,00;10,00;PADS;7042;Inventory Management;
30620;70320014230;23-08-2021;91314;VITAMIN B.COMP @ 45TABLET;0,00;5,00;BTL;7032;Fixed Fish Procurement;
30624;70320014231;23-08-2021;91365;CHLORAMPENICOL @ 100 TAB;0,00;1,00;DOS;7032;Fixed Fish Procurement;
30650;70320014235;23-08-2021;91313;VISINE TETES MATA;0,00;3,00;BTL;7032;Fixed Fish Procurement;
30653;70320014235;23-08-2021;70158;BLUE METAL PLASTER  ;2,00;1,00;DOS;7032;Fixed Fish Procurement;
30679;70320014248;25-08-2021;57455;BASMILANG;0,00;1,00;BTL;7032;Fixed Fish Procurement;
30680;70320014248;25-08-2021;57466;SIDAMETHRIN  400ml ;0,00;1,00;BTL;7032;Fixed Fish Procurement;
30681;70320014248;25-08-2021;57467;REAGEN (RACUN SEMUT);0,00;1,00;BTL;7032;Fixed Fish Procurement;
30723;70440014270;31-08-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
30709;70460014266;31-08-2021;60220;MATA KRAN LEHER ANGSA;0,00;2,00;PCS;7046;Engineering;
30740;70320014277;02-09-2021;10235;CENGKEH;0,00;1,00;KGS;7032;Fixed Fish Procurement;
30741;70320014277;02-09-2021;10117;KAYU MANIS / CINNAMON;0,00;500,00;GRAMS;7032;Fixed Fish Procurement;
30742;70320014277;02-09-2021;10016;GINGER/JAHE;-3,70;7,00;KGS;7032;Fixed Fish Procurement;
30834;70440014327;14-09-2021;10066;SUGAR WHITE;0,00;1,25;KGS;7044;Quality Assurance;
30845;70440014328;14-09-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
30847;70320014329;15-09-2021;10016;GINGER/JAHE;0,00;6,00;KGS;7032;Fixed Fish Procurement;
30855;70560014334;16-09-2021;90409;Microsoft 365 Apps (Microsoft Office);0,00;5,00;PCS;7056;It;
30880;70440014342;17-09-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
30933;70420014368;24-09-2021;94126;INK TRODAT (UNGU);0,00;1,00;BOX;7042;Inventory Management;
30934;70420014368;24-09-2021;90146;INK TRODAT ( RED );0,00;1,00;BOX;7042;Inventory Management;
30944;70440014375;27-09-2021;95236;PLASTIC LAMINATING FOR PAPER;0,00;100,00;PACK;7044;Quality Assurance;
30952;70460014378;29-09-2021;56501;NIPPON PLATON GRAY @ 5KG/TINS;0,00;2,00;TIN;7046;Engineering;
30953;70460014378;29-09-2021;52675;KUAS TANGAN 3 INC;3,00;2,00;PC;7046;Engineering;
31000;70440014396;05-10-2021;10026;BATANG SEREH;0,00;0,20;KGS;7044;Quality Assurance;
31001;70440014396;05-10-2021;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,32;KGS;7044;Quality Assurance;
31003;70440014396;05-10-2021;10063;SANTAN;0,00;39,60;KGS;7044;Quality Assurance;
31018;70440014404;07-10-2021;10015;ONION/BAWANG MERAH;-6,90;1,40;KGS;7044;Quality Assurance;
31019;70440014404;07-10-2021;10014;GARLIC/BAWANG PUTIH;-1,00;0,80;KGS;7044;Quality Assurance;
31020;70440014404;07-10-2021;10016;GINGER/JAHE;-3,70;0,40;KGS;7044;Quality Assurance;
31021;70440014404;07-10-2021;10037;CABE RAWIT;0,00;0,30;KG;7044;Quality Assurance;
31022;70440014404;07-10-2021;10024;RED CHILI - BIG SIZE;0,00;3,30;KGS;7044;Quality Assurance;
31023;70440014404;07-10-2021;10018;CANDLENUT/KEMIRI;0,00;8,00;KGS;7044;Quality Assurance;
31024;70440014404;07-10-2021;10066;SUGAR WHITE;0,00;0,30;KGS;7044;Quality Assurance;
31039;70440014409;08-10-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
31027;70630014407;08-10-2021;90081;STAPLER NO 3;0,00;3,00;PCS;7063;Variable Viand Tuna;
31063;70420014421;12-10-2021;52677;KUAS TANGAN 2 INC;0,00;3,00;PC;7042;Inventory Management;
31079;70320014428;13-10-2021;57455;BASMILANG;0,00;2,00;BTL;7032;Fixed Fish Procurement;
31080;70320014428;13-10-2021;57466;SIDAMETHRIN  400ml ;0,00;2,00;BTL;7032;Fixed Fish Procurement;
31068;70420014423;13-10-2021;91003;PAPER FASTENER;0,00;10,00;DOS;7042;Inventory Management;
31092;70440014430;14-10-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
31097;70440014432;15-10-2021;94158;PAPER STICKER NO.103;0,00;5,00;PACK;7044;Quality Assurance;
31143;70440014445;19-10-2021;10066;SUGAR WHITE;0,00;0,50;KGS;7044;Quality Assurance;
31172;70440014452;25-10-2021;10020;LEMON GRASS/DAUN LEMON;0,50;1,20;KGS;7044;Quality Assurance;
31225;70460014466;26-10-2021;51438;DUMBASTER / ACHIDID LIQUID DRAIN @1LTR;0,00;2,00;GLN;7046;Engineering;
31248;70460014476;28-10-2021;65886;TRANSFER ALUMINIUM UK. 3/4 INC X 6MTR;0,00;1,00;LE;7046;Engineering;
31259;70420014481;29-10-2021;99926;GEMBOK TOP SECURITY SOLID 70mm;0,00;1,00;PC;7042;Inventory Management;
31327;70440014514;15-11-2021;10066;SUGAR WHITE;0,00;2,50;KGS;7044;Quality Assurance;
31329;70320014516;16-11-2021;60688;PAD LOCK BIG;0,00;2,00;PCS;7032;Fixed Fish Procurement;
31338;70460014522;18-11-2021;64624;KUNCI FOR PINTU ALUMINIUM;0,00;1,00;PCS;7046;Engineering;
31525;70460014581;02-12-2021;50135;PLASTIC BROOM / SAPU PLASTIC;9,00;3,00;PCS;7046;Engineering;
31528;70460014581;02-12-2021;50534;MAJUN KATUN PUTIH;0,00;2,00;KGS;7046;Engineering;
31552;70460014594;06-12-2021;54560;LPG REFILL 50 KG;0,00;1,00;TBG;7046;Engineering;
31553;70460014595;06-12-2021;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;9,00;50,00;PCS;7046;Engineering;
31554;70460014595;06-12-2021;65467;GRINDING WHEEL 4 NIPPON RESIBON;1,00;5,00;PCS;7046;Engineering;
31555;70460014595;06-12-2021;61337;WELDING ROD S/S  3.2MM;15,00;30,00;KGS;7046;Engineering;
31557;70460014595;06-12-2021;54560;LPG REFILL 50 KG;0,00;1,00;TBG;7046;Engineering;
31571;70420014600;07-12-2021;90706;GUNTING;0,00;1,00;PCS;7042;Inventory Management;
31566;70460014598;07-12-2021;54875;PENUTUP KLOSED DUDUK + ENGESEL PENUTUP;0,00;2,00;SET;7046;Engineering;
31630;70320014624;16-12-2021;99926;GEMBOK TOP SECURITY SOLID 70mm;0,00;2,00;PC;7032;Fixed Fish Procurement;
31666;70460014648;29-12-2021;68384;PAKU RIVETS 4,8MM X 2 INC @ 1000 PCS/BOX;2,00;1,00;BOX;7046;Engineering;
31712;70440014673;07-01-2022;10016;GINGER/JAHE;0,00;7,50;KGS;7044;Quality Assurance;
31719;70440014674;07-01-2022;10016;GINGER/JAHE;0,00;3,70;KGS;7044;Quality Assurance;
31725;70440014674;07-01-2022;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
31746;70440014686;13-01-2022;96007;PLASTIK KECIL;0,00;2,00;PCS;7044;Quality Assurance;
31762;70440014692;14-01-2022;10020;LEMON GRASS/DAUN LEMON;0,60;0,19;KGS;7044;Quality Assurance;
31801;70320014710;21-01-2022;91257;HARPIC PEMBERSIH TOILET SEDANG @ 450ML;0,00;3,00;PCS;7032;Fixed Fish Procurement;
31832;70460014726;26-01-2022;63156;Handle key door 2 slag merek solid;0,00;1,00;PC;7048;Human Resources Development;
31885;70320014745;02-02-2022;57455;BASMILANG;0,00;2,00;BTL;7032;Fixed Fish Procurement;
31886;70320014745;02-02-2022;57466;SIDAMETHRIN  400ml ;0,00;2,00;BTL;7032;Fixed Fish Procurement;
31894;70480014746;03-02-2022;95895;GUNTING KECIL;0,00;9,00;PCS;7048;Human Resources Development;
31905;70480014746;03-02-2022;91074;PINSET;0,00;10,00;PCS;7048;Human Resources Development;
31895;70480014747;03-02-2022;92241;PENITI;0,00;132,00;PCS;7048;Human Resources Development;
31899;70480014747;03-02-2022;92246;GELAS UNTUK CUCI MATA;0,00;10,00;PCS;7048;Human Resources Development;
31900;70480014747;03-02-2022;92247;KANTUNG PLASTIC BERSIH;0,00;11,00;PCS;7048;Human Resources Development;
31904;70480014747;03-02-2022;94360;LOG BOOK SMALL;0,00;11,00;PCS;7048;Human Resources Development;
31935;70440014761;07-02-2022;50129;"TOPI LOGO SPFI ; PUTIH - BIRU";0,00;15,00;PCS;7044;Quality Assurance;
32053;70320014793;17-02-2022;95200;SANITER AIR SURFACER CLEANER 400 ML;0,00;5,00;BTL;7032;Fixed Fish Procurement;
32110;70440014805;21-02-2022;10020;LEMON GRASS/DAUN LEMON;0,00;0,47;KGS;7044;Quality Assurance;
32112;70440014805;21-02-2022;10021;YELOW GINGER LEAVE/DAUN KUNYIT;0,00;1,32;KGS;7044;Quality Assurance;
32114;70440014805;21-02-2022;10063;SANTAN;0,00;39,60;KGS;7044;Quality Assurance;
32159;70460014835;04-03-2022;02998;SLC for Potong Pohon Kayu ;3,00;2,00;LOT;7046;Engineering;
32199;70460014854;11-03-2022;58410;PARANG / PEDA;0,00;1,00;PCS;7046;Engineering;
32232;70460014873;15-03-2022;01992;SL/C FOR PENGECATAN BANGUNAN POS SECURITY;0,00;1,00;LOT;7046;Engineering;
32240;70440014877;16-03-2022;10016;GINGER/JAHE;0,00;7,50;KGS;7044;Quality Assurance;
32246;70440014877;16-03-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
32264;70320014883;17-03-2022;57455;BASMILANG;0,00;1,00;BTL;7032;Fixed Fish Procurement;
32323;70440014925;31-03-2022;10015;ONION/BAWANG MERAH;0,00;0,79;KGS;7044;Quality Assurance;
32324;70440014925;31-03-2022;10014;GARLIC/BAWANG PUTIH;0,00;0,79;KGS;7044;Quality Assurance;
32325;70440014925;31-03-2022;10037;CABE RAWIT;0,00;1,68;KG;7044;Quality Assurance;
32326;70440014925;31-03-2022;10024;RED CHILI - BIG SIZE;0,00;0,46;KGS;7044;Quality Assurance;
32327;70440014925;31-03-2022;10020;LEMON GRASS/DAUN LEMON;0,00;0,05;KGS;7044;Quality Assurance;
32328;70440014925;31-03-2022;10066;SUGAR WHITE;0,00;0,31;KGS;7044;Quality Assurance;
32332;70440014927;31-03-2022;10016;GINGER/JAHE;0,00;7,50;KGS;7044;Quality Assurance;
32338;70440014927;31-03-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
32345;70440014928;31-03-2022;10016;GINGER/JAHE;0,00;3,38;KGS;7044;Quality Assurance;
32392;70420014950;11-04-2022;61008;TALI RAFIAH @ 15 KGS;0,00;3,00;ROLL;7042;Inventory Management;
32396;70560014954;12-04-2022;91235;FLASH DISC 32 GB;0,00;2,00;PC;7056;It;
32405;70440014959;13-04-2022;10016;GINGER/JAHE;0,00;7,50;KGS;7044;Quality Assurance;
32412;70440014960;13-04-2022;10016;GINGER/JAHE;0,00;7,50;KGS;7044;Quality Assurance;
32418;70440014960;13-04-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
32445;70560014972;19-04-2022;00154;SL/C FOR REPAIR PRINTER HP DESKJET  k-209a;0,00;1,00;PCS;7056;It;
32503;70440014993;22-04-2022;10026;BATANG SEREH;0,00;1,50;KGS;7044;Quality Assurance;
32574;70460015023;09-05-2022;56003;CEMENT TONASA 50 KG/SACK;0,00;10,00;SACK;7046;Engineering;
32589;70460015026;09-05-2022;65911;WELDING ROD RB ? 3,2 MM;20,00;5,00;KGS;7046;Engineering;
32612;70420015036;11-05-2022;10042;BLENDED OIL ;0,00;42.000,00;KGS;7042;Inventory Management;
32641;70440015045;13-05-2022;10026;BATANG SEREH;0,00;1,50;KGS;7044;Quality Assurance;
32664;70420015049;17-05-2022;90080;STAPLES NO 10;2,00;60,00;DOS;7042;Inventory Management;
32684;70320015061;19-05-2022;91257;HARPIC PEMBERSIH TOILET SEDANG @ 450ML;0,00;2,00;PCS;7032;Fixed Fish Procurement;
32693;70460015066;20-05-2022;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7046;Engineering;
32740;70460015091;27-05-2022;61000;KUNCI TANAM 3 SLAG;0,00;1,00;UNIT;7046;Engineering;
32770;70420015107;03-06-2022;60688;PAD LOCK BIG;0,00;2,00;PCS;7042;Inventory Management;
32776;70460015111;06-06-2022;61000;KUNCI TANAM 3 SLAG;0,00;1,00;UNIT;7046;Engineering;
32780;70460015111;06-06-2022;64462;ENGSEL PINTU S/S 3;0,00;3,00;PCS;7046;Engineering;
32804;70440015120;08-06-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
32845;70460015140;14-06-2022;69077;FILLTER NANO;0,00;4,00;PCS;7046;Engineering;
32877;70440015152;16-06-2022;10063;SANTAN;0,00;15,84;KGS;7044;Quality Assurance;
32921;70440015166;21-06-2022;10016;GINGER/JAHE;0,00;11,30;KGS;7044;Quality Assurance;
32976;70460015182;27-06-2022;54673;PAINT THINNER TOYOTA @1 LTR;0,00;2,00;TIN;7046;Engineering;
32986;70560015188;28-06-2022;90056;WIRELESS COMBO (MOUSE + KEYBOARD) LOGITECH ;0,00;1,00;UNIT;7056;It;
33069;70480015218;07-07-2022;58336;KEMOCENG [ PLASTIC RAFIAF ];0,00;1,00;PCS;7048;Human Resources Development;
33070;70480015218;07-07-2022;52330;PLEDGE @ 170 ML;0,00;1,00;BTL;7048;Human Resources Development;
33104;70440015228;08-07-2022;10063;SANTAN;0,00;39,60;KGS;7044;Quality Assurance;
33112;70440015229;08-07-2022;10020;LEMON GRASS/DAUN LEMON;0,00;1,20;KGS;7044;Quality Assurance;
33113;70440015229;08-07-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
33130;70460015233;12-07-2022;62012;CUTTING WHEEL 4 INCH FOR STAINLESS STEEL;50,00;10,00;PCS;7046;Engineering;
33141;70460015234;12-07-2022;52120;TILES 60CM X 60CM, (WARNA CREAM);0,00;2,00;DOS;7046;Engineering;
33236;70440015276;28-07-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
33363;70460015324;16-08-2022;52270;SARINGAN LANTAI PVC 10CM X 10 CM as sampel;0,00;4,00;PCS;7046;Engineering;
33401;70320015335;18-08-2022;91316;VITAMIN C @ 80 TABLET;0,00;2,00;TIN;7032;Fixed Fish Procurement;
33402;70320015335;18-08-2022;91313;VISINE TETES MATA;0,00;5,00;BTL;7032;Fixed Fish Procurement;
33414;70440015336;18-08-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
33450;70440015346;22-08-2022;10026;BATANG SEREH;0,00;0,50;KGS;7044;Quality Assurance;
33479;70460015357;25-08-2022;68420;S/S HANDLE PINTU  @ 2 INC DIA;0,00;2,00;PCS;7046;Engineering;
33500;70440015362;26-08-2022;10026;BATANG SEREH;0,00;1,50;KGS;7044;Quality Assurance;
33554;70420015374;30-08-2022;90530;COMPUTER FORM 9 1/2 X 11 3 PLY;0,00;3,00;BOX;7042;Inventory Management;
33553;70460015373;30-08-2022;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7046;Engineering;
33580;70460015383;31-08-2022;60733;CUTTING WHEEL 14 (RESIBON BRAND);2,00;10,00;PCS;7046;Engineering;
33587;70480015384;01-09-2022;90764;JAM DINDING MERK SEIKO;2,00;3,00;UNIT;7048;Human Resources Development;
33695;70420015433;14-09-2022;10140;RICA KERING [ DRIED CHILI ];79,90;150,00;KGS;7042;Inventory Management;
33687;70460015428;14-09-2022;63148;PADLOCK SMALL 30 MM;0,00;1,00;PCS;7046;Engineering;
33688;70460015428;14-09-2022;65880;KUNCI PINTU + HANDLE DOOR, TYPE SOLID;0,00;1,00;SETS;7046;Engineering;
33722;70420015454;20-09-2022;53552;DETERGENT DAIA PUTIH @ 900 GR;12,00;100,00;;7042;Inventory Management;
33757;70440015458;21-09-2022;10026;BATANG SEREH;0,00;1,00;KGS;7044;Quality Assurance;
33833;70420015487;03-10-2022;90032;CONTINOUS FORM LETTER HEAD;0,00;10,00;BOX;7042;Inventory Management;
33824;70480015495;05-10-2022;92242;SARUNG TANGAN SEKALI PAKAI;0,00;2,00;DOS;7048;Human Resources Development;
33832;70480015496;05-10-2022;94360;LOG BOOK SMALL;0,00;2,00;PCS;7048;Human Resources Development;
33861;70420015509;10-10-2022;40580;LABELS 307 ALMARE SSB;0,00;737.388,00;PCS;7042;Inventory Management;
33862;70420015509;10-10-2022;40281;LABELS 307 ALMARE SSO;0,00;491.592,00;PCS;7042;Inventory Management;
33947;70420015528;11-10-2022;94415;TAS LAPTOP;0,00;1,00;PCS;7042;Inventory Management;
33910;70440015523;11-10-2022;10062;DAUN SALAM;0,00;0,19;KGS;7044;Quality Assurance;
